title,avg_rating,rating_count,genres
"Land Before Time, The (1988)",3.3333333333333335,9,Adventure|Animation|Children|Fantasy
"Land That Time Forgot, The (1975)",1.5,2,Adventure|Sci-Fi
Land and Freedom (Tierra y libertad) (1995),4.0,1,Drama|War
Land of Plenty (Angst and Alienation in America) (2004),3.5,1,Drama
Land of the Dead (2005),3.125,4,Action|Horror|Thriller
Land of the Lost (2009),3.2142857142857144,7,Action|Adventure|Comedy|Sci-Fi
"Langoliers, The (1995)",3.0,1,Drama|Fantasy|Horror|Mystery|Sci-Fi|Thriller
Lantana (2001),3.8333333333333335,6,Drama|Mystery|Thriller
Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),4.0625,24,Action|Adventure|Animation|Children|Fantasy|Sci-Fi
Lara Croft Tomb Raider: The Cradle of Life (2003),2.6470588235294117,17,Action|Adventure|Comedy|Romance|Thriller
Lara Croft: Tomb Raider (2001),2.9,40,Action|Adventure
Larger Than Life (1996),2.8,5,Comedy
Larry Crowne (2011),2.75,2,Comedy|Drama|Romance
Larry David: Curb Your Enthusiasm (1999),5.0,1,Comedy
Lars and the Real Girl (2007),3.5625,8,Comedy|Drama
Lassie (1994),3.0,2,Adventure|Children
Last Action Hero (1993),2.9339622641509435,53,Action|Adventure|Comedy|Fantasy
"Last Airbender, The (2010)",1.9166666666666667,6,Action|Adventure|Fantasy
"Last Boy Scout, The (1991)",3.5,8,Action|Comedy|Crime|Drama|Thriller
"Last Castle, The (2001)",2.8125,8,Action
Last Dance (1996),3.0,1,Drama
Last Days (2005),3.0,2,Drama
"Last Days of Disco, The (1998)",4.5,3,Comedy|Drama
"Last Days, The (1998)",4.0,2,Documentary
"Last Detail, The (1973)",4.25,8,Comedy|Drama
"Last Dragon, The (1985)",2.6666666666666665,3,Action|Comedy|Drama
"Last Emperor, The (1987)",3.6923076923076925,26,Drama
Last Exit to Brooklyn (1989),4.0,1,Drama
"Last Exorcism, The (2010)",4.0,1,Horror|Thriller
Last Holiday (1950),4.0,1,Comedy|Drama|Romance
Last Holiday (2006),3.5,3,Comedy
"Last House on the Left, The (1972)",3.25,2,Crime|Horror|Thriller
Last Hurrah for Chivalry (Hao xia) (1979),5.0,1,Action|Drama
"Last King of Scotland, The (2006)",3.975,20,Drama|Thriller
"Last Kiss, The (2006)",3.8333333333333335,3,Comedy|Drama
"Last Kiss, The (Ultimo bacio, L') (2001)",4.0,1,Comedy|Drama|Romance
"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)",4.0,1,Documentary
Last Knights (2015),3.0,3,Action|Adventure
"Last Legion, The (2007)",3.0,1,Action|Adventure|Fantasy|War
Last Life in the Universe (Ruang rak noi nid mahasan) (2003),4.166666666666667,3,Drama|Romance
Last Man Standing (1996),2.5,13,Action|Crime|Drama|Thriller
"Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)",3.0,1,Drama|Horror|Sci-Fi
"Last Metro, The (Dernier métro, Le) (1980)",4.0,1,Drama|Romance
"Last Mimzy, The (2007)",3.0,2,Adventure|Children|Sci-Fi
Last Night (1998),4.0,1,Drama|Sci-Fi
Last Orders (2001),3.0,1,Drama
"Last Picture Show, The (1971)",4.5,8,Drama
"Last Samurai, The (2003)",3.903225806451613,62,Action|Adventure|Drama|War
"Last Seduction, The (1994)",3.25,2,Crime|Drama|Thriller
Last Shift (2014),4.0,1,Horror
"Last Song, The (2010)",3.5,1,Drama|Romance
"Last Stand, The (2013)",3.25,2,Action|Crime|Thriller
"Last Starfighter, The (1984)",3.5714285714285716,7,Action|Adventure|Comedy|Sci-Fi
"Last Supper, The (1995)",3.3333333333333335,6,Drama|Thriller
Last Tango in Paris (Ultimo tango a Parigi) (1972),4.5,5,Drama|Romance
"Last Temptation of Christ, The (1988)",3.6875,8,Drama
Last Train Home (2009),3.0,1,Documentary|Drama
"Last Unicorn, The (1982)",3.375,4,Animation|Children|Fantasy
Last Vegas (2013),2.0,2,Comedy|Drama|Romance
"Last Waltz, The (1978)",4.5,1,Documentary
"Last Wave, The (1977)",3.0,1,Fantasy|Mystery|Thriller
"Last Wedding, The (Kivenpyörittäjän kylä) (1995)",3.0,1,Comedy|Drama
"Last Winter, The (2006)",4.0,1,Horror
Last Year's Snow Was Falling (1983),5.0,1,Animation|Children|Comedy|Fantasy
Last of the Dogmen (1995),2.5,1,Adventure|Western
"Last of the Mohicans, The (1992)",3.8333333333333335,39,Action|Romance|War|Western
Late Marriage (Hatuna Meuheret) (2001),3.5,1,Comedy|Drama|Romance
Late Night Shopping (2001),4.5,1,Comedy
Late Night with Conan O'Brien: The Best of Triumph the Insult Comic Dog (2004),2.0,1,Comedy
"Late Shift, The (1996)",2.5,1,Comedy
Latter Days (2003),3.5,1,Comedy|Drama|Romance
Laura (1944),4.333333333333333,6,Crime|Film-Noir|Mystery
Laurel Canyon (2002),3.0,3,Drama
"Lavender Hill Mob, The (1951)",4.5,2,Comedy|Crime
Law Abiding Citizen (2009),3.0625,8,Drama|Thriller
"Law of Desire (Ley del deseo, La) (1987)",4.0,1,Comedy|Drama|Romance
Lawless (2012),3.625,4,Crime|Drama
Lawnmower Man 2: Beyond Cyberspace (1996),2.5,9,Action|Sci-Fi|Thriller
"Lawnmower Man, The (1992)",2.7708333333333335,24,Action|Horror|Sci-Fi|Thriller
Lawrence of Arabia (1962),4.3,45,Adventure|Drama|War
Laws of Attraction (2004),2.75,4,Comedy|Romance
Layer Cake (2004),3.8157894736842106,19,Crime|Drama|Thriller
Le Maître d'école (1981),4.0,1,Comedy
"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",2.625,32,Action|Fantasy|Sci-Fi
"League of Ordinary Gentlemen, A (2004)",4.0,1,Documentary
"League of Their Own, A (1992)",3.466666666666667,45,Comedy|Drama
Lean on Me (1989),3.5,6,Drama
Leap Year (2010),2.4,5,Comedy|Romance
Leap of Faith (1992),2.3333333333333335,3,Comedy|Drama
Leatherheads (2008),2.375,4,Comedy|Drama|Romance
Leave It to Beaver (1997),1.75,4,Comedy
Leaves of Grass (2009),3.1666666666666665,3,Comedy|Crime|Drama|Thriller
Leaving Las Vegas (1995),3.625,76,Drama|Romance
"Ledge, The (2011)",2.5,1,Drama|Thriller
Lee Daniels' The Butler (2013),1.5,1,Drama
Left Behind: The Movie (2000),4.25,2,Action|Adventure|Drama|Thriller
Legal Eagles (1986),2.625,4,Comedy|Crime|Romance
Legally Blonde (2001),3.15625,64,Comedy|Romance
"Legally Blonde 2: Red, White & Blonde (2003)",2.409090909090909,11,Comedy
Legend (1985),3.076923076923077,13,Adventure|Fantasy|Romance
Legend (2015),3.5,2,Crime|Thriller
Legend No. 17 (2013),4.5,1,Drama
"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",3.6666666666666665,3,Drama
"Legend of Bagger Vance, The (2000)",3.066666666666667,15,Drama|Romance
"Legend of Drunken Master, The (Jui kuen II) (1994)",4.125,16,Action|Comedy
"Legend of Hell House, The (1973)",1.0,1,Horror|Thriller
"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)",3.0,1,Drama
"Legend of Sleepy Hollow, The (1949)",2.0,1,Animation|Comedy|Horror|Musical
"Legend of Sleepy Hollow, The (1980)",1.5,1,Comedy|Fantasy|Horror
"Legend of Zorro, The (2005)",2.9,5,Action|Adventure|Drama|Western
Legend of the Guardians: The Owls of Ga'Hoole (2010),4.0,2,Adventure|Animation|Fantasy|IMAX
"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)",3.5,2,Action|Comedy
Legends of the Fall (1994),3.3970588235294117,68,Drama|Romance|War|Western
Legion (2010),2.8333333333333335,3,Action|Fantasy|Horror|Thriller
Legionnaire (1998),0.5,1,Action|Adventure|Drama|War
Lemonade (2016),4.5,1,(no genres listed)
Lemony Snicket's A Series of Unfortunate Events (2004),3.16,25,Adventure|Children|Comedy|Fantasy
Leningrad Cowboys Go America (1989),4.0,1,Comedy|Musical
Lenny (1974),3.75,2,Drama
Leonard Part 6 (1987),0.75,2,Comedy|Sci-Fi
"Leopard, The (Gattopardo, Il) (1963)",4.25,2,Drama|War
Leprechaun (1993),2.3,5,Comedy|Horror
Leprechaun 2 (1994),2.5,1,Comedy|Fantasy|Horror
Leprechaun 3 (1995),2.0,1,Comedy|Fantasy|Horror
Leprechaun 4: In Space (1997),0.5,1,Comedy|Fantasy|Horror|Sci-Fi
Less Than Zero (1987),3.5,4,Drama
Lesson Faust (1994),5.0,2,Animation|Comedy|Drama|Fantasy
Let It Be Me (1995),2.5,1,(no genres listed)
Let It Ride (1989),3.5,2,Comedy
Let It Snow (1999),4.5,1,Comedy|Romance
Let Me In (2010),3.857142857142857,7,Drama|Horror|Mystery
Let the Bullets Fly (2010),3.0,1,Action|Comedy
Let the Right One In (Låt den rätte komma in) (2008),3.911764705882353,17,Drama|Fantasy|Horror|Romance
Let's Be Cops (2014),3.1,5,Comedy|Crime
Let's Get Harry (1986),2.0,1,Action|Adventure
Let's Go to Prison (2006),1.3333333333333333,3,Comedy
Lethal Weapon (1987),3.6733333333333333,75,Action|Comedy|Crime|Drama
Lethal Weapon 2 (1989),3.1808510638297873,47,Action|Comedy|Crime|Drama
Lethal Weapon 3 (1992),2.9347826086956523,46,Action|Comedy|Crime|Drama
Lethal Weapon 4 (1998),2.8484848484848486,33,Action|Comedy|Crime|Thriller
"Letter to Three Wives, A (1949)",4.0,1,Comedy|Drama
"Letter, The (1940)",4.0,1,Drama|Film-Noir
Letters from Iwo Jima (2006),3.7058823529411766,17,Drama|War
Letters to Juliet (2010),2.8333333333333335,3,Drama|Romance
Leviathan (2014),2.0,1,Drama
Levity (2003),4.0,1,Drama
"Liability, The (2012)",3.0,1,Action|Thriller
Liam (2000),2.0,2,Drama
Liar Liar (1997),3.0337837837837838,74,Comedy
"Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman, A (2012)",2.5,1,Animation|Comedy
Libeled Lady (1936),3.5,1,Comedy|Romance
Liberal Arts (2012),3.0,1,Comedy|Drama
"Libertine, The (2004)",3.5,1,Drama
Liberty Heights (1999),4.0,2,Drama
"Librarian, The: The Curse of the Judas Chalice (2008)",3.75,2,Action|Adventure|Fantasy
"Librarian: Quest for the Spear, The (2004)",3.75,2,Action|Adventure|Comedy|Fantasy|Romance
"Librarian: Return to King Solomon's Mines, The (2006)",3.5,2,Action|Adventure|Fantasy
Libre et assoupi (2014),3.0,1,Comedy
Licence to Kill (1989),3.325,20,Action|Adventure|Thriller
License to Drive (1988),2.3333333333333335,3,Comedy
License to Wed (2007),2.3333333333333335,3,Comedy|Romance
Life (1999),3.25,4,Comedy|Crime|Drama
Life After Beth (2014),3.5,1,Comedy|Horror|Romance
"Life Aquatic with Steve Zissou, The (2004)",3.4864864864864864,37,Adventure|Comedy|Fantasy
Life Eternal (2015),2.5,1,Comedy|Crime|Thriller
Life Is Beautiful (La Vita è bella) (1997),4.1477272727272725,88,Comedy|Drama|Romance|War
Life Is a Long Quiet River (La vie est un long fleuve tranquille) (1988),4.0,1,Comedy
"Life Less Ordinary, A (1997)",3.0625,8,Romance|Thriller
Life Partners (2014),3.0,1,Comedy|Romance
Life Stinks (1991),1.5,2,Comedy
"Life and Death of Peter Sellers, The (2004)",3.0,1,Comedy|Drama
Life and Debt (2001),4.0,1,Documentary
Life as We Know It (2010),3.0,6,Comedy|Romance
Life as a House (2001),3.888888888888889,9,Drama
"Life of David Gale, The (2003)",3.8125,8,Crime|Drama|Thriller
"Life of Emile Zola, The (1937)",3.0,1,Drama
Life of Pi (2012),3.629032258064516,31,Adventure|Drama|IMAX
Life or Something Like It (2002),2.75,2,Comedy|Romance
Life with Father (1947),3.5,1,Comedy
Life with Mikey (1993),3.0,3,Comedy
Life-Size (2000),4.0,1,Children|Comedy|Fantasy
Lifeboat (1944),4.357142857142857,7,Drama|War
Lifeforce (1985),2.5,5,Horror|Sci-Fi
"Lifeguard, The (2013)",3.5,2,Comedy|Drama
Lifted (2006),4.0,1,Animation|Comedy|Sci-Fi
Light Years (Gandahar) (1988),5.0,1,Adventure|Animation|Fantasy|Sci-Fi
Lightning Jack (1994),2.5,4,Comedy|Western
Lightning in a Bottle (2004),4.0,1,Documentary
Lights Out (2016),3.0,2,Horror
Lights in the Dusk (Laitakaupungin valot) (2006),3.5,1,Crime|Drama
Like Crazy (2011),2.5,2,Drama|Romance
"Like Father, Like Son (1987)",1.6666666666666667,3,Comedy
Like Mike (2002),2.5,1,Children|Comedy|Fantasy
Like Stars on Earth (Taare Zameen Par) (2007),4.5,2,Drama
Like Water for Chocolate (Como agua para chocolate) (1992),3.9393939393939394,33,Drama|Fantasy|Romance
Lilies of the Field (1963),3.8333333333333335,3,Drama
Lilo & Stitch (2002),3.810344827586207,29,Adventure|Animation|Children|Sci-Fi
Lilting (2014),4.5,1,Drama
Lilya 4-Ever (Lilja 4-ever) (2002),3.5,3,Crime|Drama
Limbo (1999),4.0,3,Drama
Limelight (1952),3.6666666666666665,3,Comedy|Drama|Romance
"Limey, The (1999)",3.892857142857143,14,Crime|Drama|Thriller
Limitless (2011),3.95,30,Sci-Fi|Thriller
"Limits of Control, The (2009)",2.75,2,Crime|Drama|Film-Noir
Lincoln (2012),4.5,4,Drama|War
"Lincoln Lawyer, The (2011)",3.6,10,Crime|Drama|Thriller
"Line King: The Al Hirschfeld Story, The (1996)",4.0,1,Documentary
Lion (2016),4.5,1,Drama
"Lion King 1½, The (2004)",4.5,2,Adventure|Animation|Children|Comedy
"Lion King II: Simba's Pride, The (1998)",3.0,2,Adventure|Animation|Children|Musical|Romance
"Lion King, The (1994)",3.941860465116279,172,Adventure|Animation|Children|Drama|Musical|IMAX
"Lion in Winter, The (1968)",3.6666666666666665,9,Drama
Lionheart (1990),0.5,1,Action
Lions For Lambs (2007),4.0,2,Drama|Thriller|War
Liquid Truth (2017),1.5,1,Drama
Little Ashes (2008),2.5,1,Drama
Little Big League (1994),2.6666666666666665,6,Comedy|Drama
Little Big Man (1970),4.145833333333333,24,Western
Little Big Soldier (Da bing xiao jiang) (2010),3.5,1,Action|Adventure|Comedy|Drama|War
Little Black Book (2004),2.1666666666666665,3,Comedy|Romance
Little Boxes (2017),4.0,1,Comedy|Drama
Little Buddha (1993),3.25,4,Drama
Little Caesar (1931),4.0,1,Crime|Drama
Little Children (2006),3.875,4,Drama|Romance
Little Darlings (1980),2.0,1,Drama
Little Dieter Needs to Fly (1997),5.0,1,Documentary
"Little Drummer Boy, The (1968)",2.5,1,Animation|Children|Musical
Little Fockers (2010),1.8333333333333333,6,Comedy
"Little Foxes, The (1941)",4.0,2,Drama
Little Giants (1994),2.5,4,Children|Comedy
"Little Girl Who Lives Down the Lane, The (1976)",4.0,1,Drama|Mystery|Thriller
Little Lord Fauntleroy (1936),4.0,1,Drama
Little Man (2006),1.0,1,Comedy
Little Man Tate (1991),3.35,10,Drama
"Little Mermaid, The (1989)",3.425373134328358,67,Animation|Children|Comedy|Musical|Romance
Little Miss Marker (1980),4.0,1,Comedy|Drama
Little Miss Sunshine (2006),3.883116883116883,77,Adventure|Comedy|Drama
Little Monsters (1989),2.25,2,Comedy
Little Murders (1971),5.0,1,Comedy|Crime
Little Nemo: Adventures in Slumberland (1992),2.5,1,Adventure|Animation|Children|Drama|Fantasy
Little Nicky (2000),2.5,24,Comedy
Little Nikita (1988),3.0,1,Drama
"Little Princess, A (1995)",3.9047619047619047,21,Children|Drama
"Little Princess, The (1939)",3.5,2,Children|Drama
"Little Rascals, The (1994)",2.65625,16,Children|Comedy
Little Shop of Horrors (1986),3.3333333333333335,39,Comedy|Horror|Musical
"Little Shop of Horrors, The (1960)",3.0,9,Comedy|Horror
"Little Vampire, The (2000)",3.0,1,Adventure|Children
Little Voice (1998),3.9285714285714284,7,Comedy
Little Women (1933),4.0,5,Drama|Romance
Little Women (1949),3.5,2,Drama
Little Women (1994),3.880952380952381,42,Drama
Live Flesh (Carne trémula) (1997),3.875,4,Drama|Romance
Live Free or Die Hard (2007),3.40625,32,Action|Adventure|Crime|Thriller
Live Nude Girls (1995),5.0,1,Comedy
Live Wire (1992),4.0,1,Action
Live and Let Die (1973),3.6956521739130435,23,Action|Adventure|Thriller
"Lives of Others, The (Das leben der Anderen) (2006)",4.117647058823529,34,Drama|Romance|Thriller
"Living Daylights, The (1987)",3.2916666666666665,12,Action|Adventure|Thriller
Living Out Loud (1998),3.0,3,Comedy|Drama|Romance
Living in Oblivion (1995),4.3076923076923075,13,Comedy
"Lizzie McGuire Movie, The (2003)",3.0,4,Children|Comedy|Romance
Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),2.1875,8,Action|Comedy
Local Hero (1983),4.055555555555555,9,Comedy
"Lock, Stock & Two Smoking Barrels (1998)",4.052238805970149,67,Comedy|Crime|Thriller
Locke (2013),3.8333333333333335,3,Drama
Lockout (2012),3.1666666666666665,3,Action|Sci-Fi|Thriller
"Lodger: A Story of the London Fog, The (1927)",3.5,3,Crime|Drama|Thriller
Logan (2017),4.28,25,Action|Sci-Fi
Logan Lucky (2017),4.5,1,Comedy
Logan's Run (1976),3.2291666666666665,24,Action|Adventure|Sci-Fi
Lola Montès (1955),3.5,1,Drama
Lola Versus (2012),1.5,1,Comedy|Romance
Lolita (1962),3.5,7,Drama|Romance
Lolita (1997),3.9285714285714284,7,Drama|Romance
London (2005),3.0,1,Drama
London Boulevard (2010),1.5,1,Crime|Romance
London Has Fallen (2016),2.0,2,Action|Crime|Thriller
London Town (2016),2.5,1,Drama
"Lone Ranger, The (2013)",2.7857142857142856,7,Action|Adventure|Western|IMAX
Lone Star (1996),4.157894736842105,19,Drama|Mystery|Western
Lone Survivor (2013),3.0,2,Action|Drama|Thriller|War
Lonely Are the Brave (1962),4.0,1,Drama|Western
"Lonely Guy, The (1984)",3.5,1,Comedy
Lonesome Dove (1989),3.75,2,Adventure|Drama|Western
Long Day's Journey Into Night (1962),3.5,1,Drama
"Long Good Friday, The (1980)",3.5,1,Drama|Thriller
"Long Goodbye, The (1973)",4.666666666666667,3,Crime|Film-Noir
"Long Kiss Goodnight, The (1996)",3.3181818181818183,33,Action|Drama|Thriller
Long Live Ghosts! (1977),3.0,1,Children|Comedy|Fantasy
Long Night's Journey Into Day (2000),4.0,1,Documentary
"Long Walk Home, The (1990)",4.0,1,Drama
"Long, Hot Summer, The (1958)",4.0,1,Drama
"Longest Day, The (1962)",4.0,11,Action|Drama|War
"Longest Yard, The (1974)",3.4,5,Comedy
"Longest Yard, The (2005)",3.111111111111111,9,Comedy|Drama
Look Who's Talking (1989),2.388888888888889,18,Comedy|Romance
Look Who's Talking Now (1993),1.5833333333333333,6,Children|Comedy|Romance
Look Who's Talking Too (1990),1.7857142857142858,7,Comedy|Romance
Looker (1981),4.5,1,Drama|Horror|Sci-Fi|Thriller
Looking for Comedy in the Muslim World (2005),3.5,1,Comedy
Looking for Richard (1996),3.9,5,Documentary|Drama
"Lookout, The (2007)",3.25,6,Crime|Drama|Thriller
Looney Tunes: Back in Action (2003),2.75,2,Action|Animation|Children|Fantasy
Looper (2012),3.640625,32,Action|Crime|Sci-Fi
Loose Cannons (1990),2.0,1,Action|Comedy
Lord of Illusions (1995),2.75,8,Horror
Lord of War (2005),3.7142857142857144,35,Action|Crime|Drama|Thriller|War
Lord of the Flies (1963),3.0384615384615383,13,Adventure|Drama|Thriller
Lord of the Flies (1990),3.4285714285714284,7,Adventure|Drama|Thriller
"Lord of the Rings, The (1978)",3.1333333333333333,15,Adventure|Animation|Children|Fantasy
"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.106060606060606,198,Adventure|Fantasy
"Lord of the Rings: The Return of the King, The (2003)",4.118918918918919,185,Action|Adventure|Drama|Fantasy
"Lord of the Rings: The Two Towers, The (2002)",4.0212765957446805,188,Adventure|Fantasy
Lords of Dogtown (2005),3.0,7,Action|Comedy|Drama
"Lords of Flatbush, The (1974)",2.0,1,Comedy|Drama
"Lords of Salem, The (2012)",2.5,1,Horror|Thriller
Lorenzo's Oil (1992),3.3333333333333335,3,Drama
Los Angeles Plays Itself (2003),3.5,1,Documentary
Loser (1991),2.0,2,Comedy
Loser (2000),3.3,10,Comedy|Romance
"Losers, The (2010)",3.0,3,Action|Adventure|Drama|Mystery|Thriller
Losin' It (1983),1.0,1,Comedy
Losing Isaiah (1995),3.5,4,Drama
"Loss of Sexual Innocence, The (1999)",2.25,2,Drama|Fantasy
Lost & Found (1999),2.75,2,Comedy|Romance
"Lost Boys, The (1987)",3.7115384615384617,26,Comedy|Horror|Thriller
Lost Highway (1997),3.264705882352941,17,Crime|Drama|Fantasy|Film-Noir|Mystery|Romance
Lost Horizon (1937),4.0,3,Drama
"Lost Skeleton of Cadavra, The (2002)",4.0,1,Comedy|Horror|Sci-Fi
"Lost Weekend, The (1945)",4.0,3,Drama
"Lost World: Jurassic Park, The (1997)",2.753731343283582,67,Action|Adventure|Sci-Fi|Thriller
Lost and Delirious (2001),3.625,4,Drama
Lost in America (1985),2.5,2,Comedy
Lost in Austen (2008),3.6666666666666665,3,Drama|Fantasy|Romance|Sci-Fi
Lost in La Mancha (2002),3.0833333333333335,6,Documentary
Lost in Space (1998),2.4482758620689653,29,Action|Adventure|Sci-Fi
Lost in Translation (2003),4.033783783783784,74,Comedy|Drama|Romance
Lost in the Sun (2015),2.0,1,Action|Drama|Thriller
"Lot Like Love, A (2005)",3.0,6,Comedy|Drama|Romance
Louis C.K.: Chewed Up (2008),3.2857142857142856,7,Comedy
Louis C.K.: Hilarious (2010),4.055555555555555,9,Comedy
Louis C.K.: Live at The Comedy Store (2015),4.375,4,Comedy
Louis C.K.: Live at the Beacon Theater (2011),4.3,10,Comedy
Louis C.K.: Oh My God (2013),4.125,4,Comedy
Louis C.K.: Shameless (2007),4.0,7,Comedy
Louis Theroux: Law & Disorder (2008),5.0,1,Documentary
Love & Human Remains (1993),1.0,1,Comedy|Drama
Love & Mercy (2014),4.333333333333333,3,Drama
Love (2015),4.5,1,Drama|Romance
Love Actually (2003),3.788135593220339,59,Comedy|Drama|Romance
Love Affair (1939),3.0,1,Comedy|Drama|Romance
Love Affair (1994),3.4,5,Drama|Romance
"Love Bug, The (1969)",3.0555555555555554,9,Children|Comedy
Love Crazy (1941),3.5,1,Comedy
Love Exposure (Ai No Mukidashi) (2008),5.0,1,Action|Comedy|Drama|Romance
"Love Guru, The (2008)",2.125,4,Comedy
Love Is a Many-Splendored Thing (1955),4.0,1,Drama|Romance|War
Love Is the Devil (1998),4.0,1,Drama
Love Jones (1997),4.0,1,Romance
Love Lasts Three Years (L'amour dure trois ans) (2011),3.5,1,Comedy|Drama|Romance
"Love Letter, The (1999)",2.5,2,Comedy|Romance
Love Live! The School Idol Movie (2015),4.0,1,Animation
Love Liza (2002),3.3333333333333335,3,Drama
Love Me If You Dare (Jeux d'enfants) (2003),4.1,5,Drama|Romance
Love Me Tender (1956),3.5,1,Musical|Western
Love Potion #9 (1992),2.5,3,Comedy|Romance
Love Serenade (1996),3.0,1,Comedy
"Love Song for Bobby Long, A (2004)",3.1666666666666665,3,Drama
Love Story (1970),3.0,2,Drama|Romance
Love and Basketball (2000),3.0,3,Drama|Romance
Love and Death (1975),4.222222222222222,9,Comedy
Love and Death on Long Island (1997),3.0,1,Comedy|Drama
Love and Other Catastrophes (1996),3.5,1,Romance
Love and Other Disasters (2006),3.0,1,Comedy|Romance
Love and Other Drugs (2010),2.7857142857142856,7,Comedy|Drama|Romance
Love and Pigeons (1985),5.0,1,Comedy|Romance
Love and a .45 (1994),4.0,1,Action|Comedy|Crime
Love at First Bite (1979),4.0,1,Comedy|Horror|Romance
Love in the Afternoon (1957),3.5,2,Comedy|Romance
Love's Labour's Lost (2000),3.0,2,Comedy|Romance
"Love, Rosie (2014)",3.5,1,Comedy|Romance
"Love, Simon (2018)",4.0,1,Comedy|Drama
"Loved Ones, The (2009)",4.25,2,Horror
Lovely & Amazing (2001),3.2,5,Comedy|Drama|Romance
"Lovely Bones, The (2009)",3.1666666666666665,3,Crime|Drama|Fantasy|Horror|Thriller
Lover Come Back (1961),3.0,1,Comedy|Romance
"Lover, The (Amant, L') (1992)",3.5,3,Drama|Romance
Loverboy (1989),2.5,2,Comedy
Lovers & Leavers (Kuutamolla) (2002),3.5,1,Drama|Romance
"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",4.25,2,Drama|Romance
Lovesick (2014),2.0,1,Comedy|Romance
Loving Vincent (2017),5.0,1,Animation|Crime|Drama
"Low Down Dirty Shame, A (1994)",2.375,4,Action|Comedy
Lucas (1986),3.3333333333333335,3,Drama|Romance
Luck by Chance (2009),4.5,1,Drama
Lucky Break (2001),4.0,1,Comedy|Crime
Lucky Number Slevin (2006),3.8552631578947367,38,Crime|Drama|Mystery
"Lucky One, The (2012)",4.0,1,Drama
Lucky You (2007),3.0,1,Comedy|Drama
Lucy (2014),2.8214285714285716,14,Action|Sci-Fi
Lumberjack Man (2015),5.0,1,Comedy|Horror
Lumumba (2000),3.0,1,Drama
Luna Papa (1999),3.5,1,Comedy|Drama|Fantasy
Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),3.4,5,Action|Adventure|Animation|Comedy|Crime|Mystery
Lust for Life (1956),2.5,1,Drama
"Lust, Caution (Se, jie) (2007)",3.75,4,Drama|Romance|Thriller|War
Luther (2003),4.0,1,Drama
Luxo Jr. (1986),3.75,2,Animation|Children
"Luzhin Defence, The (2000)",3.5,4,Drama|Romance
Lynne Koplitz: Hormonal Beast (2017),1.5,1,Comedy
Léon: The Professional (a.k.a. The Professional) (Léon) (1994),4.018796992481203,133,Action|Crime|Drama|Thriller
M (1931),3.7333333333333334,15,Crime|Film-Noir|Thriller
M*A*S*H (a.k.a. MASH) (1970),3.9347826086956523,46,Comedy|Drama|War
M. Butterfly (1993),3.0,1,Drama|Romance
"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les) (1953)",3.5,3,Comedy
MacArthur (1977),4.0,1,Drama
MacGruber (2010),3.0,1,Action|Comedy
MacGyver: Lost Treasure of Atlantis (1994),3.5,1,Action|Adventure
MacGyver: Trail to Doomsday (1994),3.5,1,Action|Adventure
Macbeth (2015),2.5,1,Drama
"Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)",3.5,4,Drama
Machete (2010),3.25,12,Action|Adventure|Comedy|Crime|Thriller
Machete Kills (Machete 2) (2013),4.0,2,Action|Crime|Thriller
"Machine Girl, The (Kataude mashin gâru) (2008)",2.25,2,Action|Comedy|Fantasy|Horror|Thriller
"Mack, The (1973)",2.5,1,Crime
Mackenna's Gold (1969),3.0,1,Western
Mad City (1997),2.1,5,Action|Drama
Mad Dog and Glory (1993),3.3333333333333335,3,Comedy|Drama|Romance
Mad Hot Ballroom (2005),3.3333333333333335,3,Children|Documentary
Mad Love (1995),1.5,2,Drama|Romance
Mad Max (1979),3.486842105263158,38,Action|Adventure|Sci-Fi
Mad Max Beyond Thunderdome (1985),3.2708333333333335,24,Action|Adventure|Sci-Fi
Mad Max: Fury Road (2015),3.8191489361702127,47,Action|Adventure|Sci-Fi|Thriller
Madagascar (2005),3.375,40,Adventure|Animation|Children|Comedy
Madagascar 3: Europe's Most Wanted (2012),3.388888888888889,9,Adventure|Animation|Children|Comedy|IMAX
Madagascar: Escape 2 Africa (2008),3.6923076923076925,13,Action|Adventure|Animation|Children|Comedy|IMAX
Madame Bovary (1991),4.0,1,Drama
Madame Sousatzka (1988),5.0,1,Drama
Made (2001),2.6666666666666665,6,Comedy
Made in America (1993),2.8636363636363638,11,Comedy
Made in Dagenham (2010),2.0,1,Comedy|Drama
Made in Heaven (1987),1.0,1,Fantasy|Romance
