sku,salesdate,price,unitsordered,sales,cogs,fba,reffee,adspend,profit,comp_1_price,comp_2_price,comp_3_price,comp_4_price,comp_5_price,comp_data_min_price,comp_data_max_price,managed_fba_stock_level,min_price,max_price
File Folders SKU 69,7/31/2023,27.59,4,110,47,30,16,2,15,,34.52,33.99,,,33.99,34.52,639,25.99,36.99
File Folders SKU 69,8/1/2023,27.99,4,112,47,30,17,1,17,,34.52,33.99,,,33.99,34.52,632,25.99,36.99
File Folders SKU 69,8/2/2023,24.39,26,634,302,197,95,4,36,,34.52,33.99,,,33.99,34.52,623,25.99,36.99
File Folders SKU 69,8/3/2023,27.79,3,83,35,23,12,3,10,,34.52,33.99,,,33.99,34.52,619,25.99,36.99
File Folders SKU 69,8/4/2023,27.99,3,84,35,23,13,0,13,,34.52,33.99,,,33.99,34.52,585,25.99,36.99
File Folders SKU 69,8/5/2023,27.99,1,28,12,8,4,0,4,,34.52,33.99,,,33.99,34.52,580,25.99,36.99
File Folders SKU 69,8/6/2023,0,0,0,0,0,0,1,-1,,34.52,33.99,,,33.99,34.52,673,25.99,36.99
File Folders SKU 69,8/7/2023,27.69,7,194,81,53,29,2,29,,34.52,33.99,,,33.99,34.52,665,25.99,36.99
File Folders SKU 69,8/8/2023,27.79,6,167,70,46,25,0,26,,34.52,33.99,,,33.99,34.52,674,25.99,36.99
File Folders SKU 69,8/9/2023,27.49,5,137,58,38,21,4,16,,34.52,33.99,,,33.99,34.52,673,25.99,36.99
File Folders SKU 69,8/10/2023,27.99,3,84,35,23,13,2,11,,34.52,33.99,,,33.99,34.52,668,25.99,36.99
File Folders SKU 69,8/11/2023,27.39,2,55,23,15,8,2,7,,34.52,33.99,,,33.99,34.52,660,25.99,36.99
File Folders SKU 69,8/12/2023,27.39,4,110,47,30,16,0,17,,34.52,33.99,,,33.99,34.52,645,25.99,36.99
File Folders SKU 69,8/13/2023,0,0,0,0,0,0,0,0,,34.52,33.99,,,33.99,34.52,646,25.99,36.99
File Folders SKU 69,8/14/2023,27.89,7,195,81,53,29,6,26,,34.52,33.99,,,33.99,34.52,643,25.99,36.99
File Folders SKU 69,8/15/2023,27.39,15,411,174,114,62,1,60,,34.52,33.99,,,33.99,34.52,648,25.99,36.99
File Folders SKU 69,8/16/2023,0,0,0,0,0,0,2,-2,,34.52,33.99,,,33.99,34.52,644,25.99,36.99
File Folders SKU 69,8/17/2023,27.79,7,195,81,53,29,3,29,,34.52,33.99,,,33.99,34.52,631,25.99,36.99
File Folders SKU 69,8/18/2023,26.79,6,161,70,46,24,1,20,0,34.52,33.99,,,0,34.52,628,25.99,36.99
File Folders SKU 69,8/19/2023,27.99,1,28,12,8,4,4,0,0,34.52,33.99,,,0,34.52,624,25.99,36.99
File Folders SKU 69,8/20/2023,27.99,1,28,12,8,4,0,4,0,34.52,33.99,,,0,34.52,623,25.99,36.99
File Folders SKU 69,8/21/2023,0,0,0,0,0,0,2,-2,0,34.52,33.99,,,0,34.52,623,25.99,36.99
File Folders SKU 69,8/22/2023,27.99,7,196,81,53,29,4,29,0,34.52,33.99,,,0,34.52,614,25.99,36.99
File Folders SKU 69,8/23/2023,27.59,3,83,35,23,12,7,6,0,34.52,33.99,,,0,34.52,614,25.99,36.99
File Folders SKU 69,8/24/2023,27.69,5,138,58,38,21,5,16,0,34.52,33.99,,,0,34.52,591,25.99,36.99
File Folders SKU 69,8/25/2023,27.69,4,111,47,30,17,1,16,0,34.52,33.99,,,0,34.52,588,25.99,36.99
File Folders SKU 69,8/26/2023,0,0,0,0,0,0,0,0,0,34.52,33.99,,,0,34.52,584,25.99,36.99
File Folders SKU 69,8/27/2023,27.99,1,28,12,8,4,0,4,0,34.52,33.99,,,0,34.52,581,25.99,36.99
File Folders SKU 69,8/28/2023,27.99,7,196,81,53,29,2,31,0,34.52,33.99,,,0,34.52,578,25.99,36.99
File Folders SKU 69,8/29/2023,27.39,8,219,93,61,33,0,32,0,34.52,33.99,,,0,34.52,578,25.99,36.99
File Folders SKU 69,8/30/2023,27.59,6,166,70,46,25,4,21,0,34.52,33.99,,,0,34.52,572,25.99,36.99
File Folders SKU 69,8/31/2023,27.79,8,222,93,61,33,2,33,0,34.52,33.99,,,0,34.52,569,25.99,36.99
File Folders SKU 69,9/1/2023,26.89,3,81,35,23,12,2,9,0,34.52,33.99,,,0,34.52,563,25.99,36.99
File Folders SKU 69,9/2/2023,0,0,0,0,0,0,0,0,0,34.52,33.99,,,0,34.52,556,25.99,36.99
File Folders SKU 69,9/3/2023,27.99,2,56,23,15,8,3,7,0,34.52,33.99,,,0,34.52,552,25.99,36.99
File Folders SKU 69,9/4/2023,27.99,1,28,12,8,4,1,3,0,34.52,33.99,,,0,34.52,552,25.99,36.99
File Folders SKU 69,9/5/2023,27.69,2,55,23,15,8,2,7,0,34.52,33.99,,,0,34.52,548,25.99,36.99
File Folders SKU 69,9/6/2023,27.59,11,303,128,83,45,3,44,0,34.52,33.99,,,0,34.52,547,25.99,36.99
File Folders SKU 69,9/7/2023,27.69,7,194,81,53,29,2,29,0,34.52,33.99,,,0,34.52,545,25.99,36.99
File Folders SKU 69,9/8/2023,27.69,2,55,23,15,8,0,9,0,34.52,33.99,,,0,34.52,535,25.99,36.99
File Folders SKU 69,9/9/2023,27.99,1,28,12,8,4,0,4,0,34.52,33.99,,,0,34.52,532,25.99,36.99
File Folders SKU 69,9/10/2023,27.99,1,28,12,8,4,0,4,0,34.52,33.99,,,0,34.52,530,25.99,36.99
File Folders SKU 69,9/11/2023,27.59,8,221,93,61,33,0,34,0,34.52,33.99,,,0,34.52,529,25.99,36.99
File Folders SKU 69,9/12/2023,27.39,20,548,233,152,82,0,81,0,34.52,33.99,,,0,34.52,525,25.99,36.99
File Folders SKU 69,9/13/2023,27.49,15,412,174,114,62,1,61,0,34.52,33.99,,,0,34.52,519,25.99,36.99
File Folders SKU 69,9/14/2023,27.59,3,83,35,23,12,3,10,0,34.52,33.99,,,0,34.52,493,25.99,36.99
File Folders SKU 69,9/15/2023,27.39,1,27,12,8,4,0,3,0,34.52,33.99,,,0,34.52,484,25.99,36.99
File Folders SKU 69,9/16/2023,0,0,0,0,0,0,0,0,0,34.52,33.99,,,0,34.52,482,25.99,36.99
File Folders SKU 69,9/17/2023,0,0,0,0,0,0,2,-2,0,34.52,33.99,,,0,34.52,482,25.99,36.99
File Folders SKU 69,9/18/2023,27.39,2,55,23,15,8,3,6,0,34.52,33.99,,,0,34.52,479,25.99,36.99
File Folders SKU 69,9/19/2023,27.89,8,223,93,61,33,1,35,0,34.52,33.99,,,0,34.52,479,25.99,36.99
File Folders SKU 69,9/20/2023,27.59,6,166,70,46,25,0,25,0,34.52,33.99,,,0,34.52,477,25.99,36.99
File Folders SKU 69,9/21/2023,27.09,8,217,93,61,33,0,30,0,34.52,33.99,,,0,34.52,472,25.99,36.99
File Folders SKU 69,9/22/2023,27.89,10,279,116,76,42,0,45,0,34.52,33.99,,,0,34.52,468,25.99,36.99
File Folders SKU 69,9/23/2023,27.99,1,28,12,8,4,0,4,0,34.52,33.99,,,0,34.52,461,25.99,36.99
File Folders SKU 7,1/1/2022,29.99,2,60,14,16,9,0,21,18.35,27.29,,,,18.35,27.29,,21.99,32.99
File Folders SKU 7,1/2/2022,29.99,9,270,63,71,40,0,96,18.35,27.29,,,,18.35,27.29,,21.99,32.99
File Folders SKU 7,1/3/2022,29.89,13,389,91,103,58,0,137,18.35,27.3,,,,18.35,27.3,,21.99,32.99
File Folders SKU 7,1/4/2022,29.79,51,1519,355,403,228,0,533,18.35,29.03,,,,18.35,29.03,,21.99,32.99
File Folders SKU 7,1/5/2022,29.89,33,986,230,261,148,0,347,18.35,29.03,,,,18.35,29.03,,21.99,32.99
File Folders SKU 7,1/6/2022,29.89,34,1016,237,269,152,0,358,18.35,28.94,,,,18.35,28.94,,21.99,32.99
File Folders SKU 7,1/7/2022,29.79,52,1549,362,411,232,0,544,18.35,28.94,,,,18.35,28.94,,21.99,32.99
File Folders SKU 7,1/8/2022,29.99,11,330,77,87,50,0,116,18.35,28.94,,,,18.35,28.94,,21.99,32.99
File Folders SKU 7,1/9/2022,29.99,15,450,105,119,68,0,158,18.35,28.94,,,,18.35,28.94,,21.99,32.99
File Folders SKU 7,1/10/2022,29.79,54,1609,376,427,241,0,565,18.35,29.03,,,,18.35,29.03,,21.99,32.99
File Folders SKU 7,1/11/2022,29.79,45,1341,314,356,201,0,470,18.35,29.03,,,,18.35,29.03,,21.99,32.99
File Folders SKU 7,1/12/2022,29.89,66,1973,460,522,296,0,695,18.35,29.72,,,,18.35,29.72,,21.99,32.99
File Folders SKU 7,1/13/2022,28.89,64,1849,446,506,277,0,620,18.35,29.72,,,,18.35,29.72,,21.99,32.99
File Folders SKU 7,1/14/2022,29.89,36,1076,251,285,161,0,379,18.35,29.72,,,,18.35,29.72,,21.99,32.99
File Folders SKU 7,1/15/2022,29.89,17,508,118,134,76,0,180,18.35,29.72,,,,18.35,29.72,,21.99,32.99
File Folders SKU 7,1/16/2022,29.99,17,510,118,134,76,0,182,18.35,29.72,,,,18.35,29.72,,21.99,32.99
File Folders SKU 7,1/17/2022,29.89,39,1166,272,308,175,0,411,18.35,29.72,,,,18.35,29.72,,21.99,32.99
File Folders SKU 7,1/18/2022,29.79,45,1341,314,356,201,0,470,18.35,29.72,,,,18.35,29.72,,21.99,32.99
File Folders SKU 7,1/19/2022,29.59,44,1302,307,348,195,0,452,18.35,29.72,,,,18.35,29.72,,21.99,32.99
File Folders SKU 7,1/20/2022,29.69,46,1366,321,364,205,0,476,18.35,29.72,,,,18.35,29.72,,21.99,32.99
File Folders SKU 7,1/21/2022,29.79,39,1162,272,308,174,0,408,18.35,29.72,,,,18.35,29.72,,21.99,32.99
File Folders SKU 7,1/22/2022,29.99,27,810,188,214,122,0,286,18.35,29.72,,,,18.35,29.72,,21.99,32.99
File Folders SKU 7,1/23/2022,29.89,15,448,105,119,67,0,157,18.35,29.72,,,,18.35,29.72,,21.99,32.99
File Folders SKU 7,1/24/2022,29.69,40,1188,279,316,178,0,415,18.35,29.7,,,,18.35,29.7,,21.99,32.99
File Folders SKU 7,1/25/2022,29.89,46,1375,321,364,206,0,484,18.35,29.7,,,,18.35,29.7,,21.99,32.99
File Folders SKU 7,1/26/2022,29.79,40,1192,279,316,179,0,418,18.35,29.7,,,,18.35,29.7,,21.99,32.99
File Folders SKU 7,1/27/2022,29.89,54,1614,376,427,242,0,569,18.35,29.7,,,,18.35,29.7,,21.99,32.99
File Folders SKU 7,1/28/2022,29.79,41,1221,286,324,183,0,428,18.35,29.7,,,,18.35,29.7,,21.99,32.99
File Folders SKU 7,1/29/2022,29.99,15,450,105,119,68,0,158,18.35,29.7,,,,18.35,29.7,,21.99,32.99
File Folders SKU 7,1/30/2022,29.89,14,418,98,111,63,0,146,18.35,29.7,,,,18.35,29.7,,21.99,32.99
File Folders SKU 7,1/31/2022,29.49,56,1651,390,443,248,0,570,18.35,29.95,,,,18.35,29.95,,21.99,32.99
File Folders SKU 7,2/1/2022,29.59,46,1361,321,364,204,0,472,18.35,29.95,,,,18.35,29.95,,21.99,32.99
File Folders SKU 7,2/2/2022,29.79,39,1162,272,308,174,0,408,18.35,29.95,,,,18.35,29.95,,21.99,32.99
File Folders SKU 7,2/3/2022,29.79,38,1132,265,301,170,0,396,18.35,29.95,,,,18.35,29.95,,21.99,32.99
File Folders SKU 7,2/4/2022,29.69,58,1722,404,459,258,0,601,18.35,29.95,,,,18.35,29.95,,21.99,32.99
File Folders SKU 7,2/5/2022,29.99,8,240,56,63,36,0,85,18.35,29.95,,,,18.35,29.95,,21.99,32.99
File Folders SKU 7,2/6/2022,29.99,10,300,70,79,45,0,106,18.35,29.95,,,,18.35,29.95,,21.99,32.99
File Folders SKU 7,2/7/2022,29.69,61,1811,425,483,272,0,631,18.35,29.96,,,,18.35,29.96,,21.99,32.99
File Folders SKU 7,2/8/2022,29.59,58,1716,404,459,257,0,596,18.35,29.96,,,,18.35,29.96,,21.99,32.99
File Folders SKU 7,2/9/2022,29.79,58,1728,404,459,259,0,606,18.35,29.96,,,,18.35,29.96,,21.99,32.99
File Folders SKU 7,2/10/2022,29.79,53,1579,369,419,237,0,554,18.35,29.96,,,,18.35,29.96,,21.99,32.99
File Folders SKU 7,2/11/2022,29.69,40,1188,279,316,178,0,415,18.35,29.96,,,,18.35,29.96,,21.99,32.99
File Folders SKU 7,2/12/2022,29.89,15,448,105,119,67,0,157,18.35,29.96,,,,18.35,29.96,,21.99,32.99
File Folders SKU 7,2/13/2022,29.79,17,506,118,134,76,0,178,18.35,29.96,,,,18.35,29.96,,21.99,32.99
File Folders SKU 7,2/14/2022,29.79,41,1221,286,324,183,0,428,22.93,29.96,,,,22.93,29.96,,21.99,32.99
File Folders SKU 7,2/15/2022,29.89,37,1106,258,293,166,0,389,22.93,29.96,,,,22.93,29.96,,21.99,32.99
File Folders SKU 7,2/16/2022,29.89,58,1734,404,459,260,0,611,22.93,29.96,,,,22.93,29.96,,21.99,32.99
File Folders SKU 7,2/17/2022,29.09,42,1222,293,332,183,0,414,22.93,29.96,,,,22.93,29.96,,21.99,32.99
File Folders SKU 7,2/18/2022,28.79,28,806,195,221,121,0,269,22.93,29.96,,,,22.93,29.96,,21.99,32.99
File Folders SKU 7,2/19/2022,30.79,18,554,125,142,83,0,204,22.93,29.96,,,,22.93,29.96,,21.99,32.99
File Folders SKU 7,2/20/2022,30.39,22,669,153,174,100,0,242,22.93,29.96,,,,22.93,29.96,,21.99,32.99
File Folders SKU 7,2/21/2022,29.99,33,990,230,261,148,0,351,22.93,35.2,,,,22.93,35.2,,21.99,32.99
File Folders SKU 7,2/22/2022,30.29,49,1484,342,388,223,0,531,22.93,35.2,,,,22.93,35.2,,21.99,32.99
File Folders SKU 7,2/23/2022,28.19,65,1832,453,514,275,0,590,22.93,27.91,,,,22.93,27.91,,21.99,32.99
File Folders SKU 7,2/24/2022,29.79,38,1132,265,301,170,0,396,22.93,27.91,,,,22.93,27.91,,21.99,32.99
File Folders SKU 7,2/25/2022,28.79,29,835,202,229,125,0,279,22.93,27.91,,,,22.93,27.91,,21.99,32.99
File Folders SKU 7,2/26/2022,28.99,20,580,139,158,87,0,196,22.93,27.91,,,,22.93,27.91,,21.99,32.99
File Folders SKU 7,2/27/2022,29.89,13,389,91,103,58,0,137,22.93,27.91,,,,22.93,27.91,,21.99,32.99
File Folders SKU 7,2/28/2022,28.89,35,1011,244,277,152,0,338,22.93,37.9,,,,22.93,37.9,,21.99,32.99
File Folders SKU 7,3/1/2022,28.29,57,1613,397,451,242,0,523,22.93,37.9,,,,22.93,37.9,,21.99,32.99
File Folders SKU 7,3/2/2022,28.79,48,1382,335,380,207,0,460,22.93,37.9,,,,22.93,37.9,,21.99,32.99
File Folders SKU 7,3/3/2022,28.89,75,2167,523,593,325,0,726,22.93,37.9,,,,22.93,37.9,,21.99,32.99
File Folders SKU 7,3/4/2022,28.89,68,1965,474,538,295,0,658,22.93,37.9,,,,22.93,37.9,,21.99,32.99
File Folders SKU 7,3/5/2022,28.89,13,376,91,103,56,0,126,22.93,37.9,,,,22.93,37.9,,21.99,32.99
File Folders SKU 7,3/6/2022,28.89,9,260,63,71,39,0,87,22.93,37.9,,,,22.93,37.9,,21.99,32.99
File Folders SKU 7,3/7/2022,28.89,52,1502,362,411,225,0,504,22.93,37.9,,,,22.93,37.9,,21.99,32.99
File Folders SKU 7,3/8/2022,28.89,51,1473,355,403,221,0,494,24.45,37.83,,,,24.45,37.83,,21.99,32.99
File Folders SKU 7,3/9/2022,28.89,41,1184,286,324,178,0,396,24.45,37.83,,,,24.45,37.83,,21.99,32.99
File Folders SKU 7,3/10/2022,28.79,62,1785,432,490,268,161,434,24.45,37.83,,,,24.45,37.83,,21.99,32.99
File Folders SKU 7,3/11/2022,28.89,62,1791,432,490,269,143,457,24.45,37.83,,,,24.45,37.83,,21.99,32.99
File Folders SKU 7,3/12/2022,28.99,40,1160,279,316,174,112,279,24.45,37.83,,,,24.45,37.83,,21.99,32.99
File Folders SKU 7,3/13/2022,28.99,30,870,209,237,130,91,203,24.45,37.83,,,,24.45,37.83,,21.99,32.99
File Folders SKU 7,3/14/2022,28.79,40,1152,279,316,173,105,279,24.45,37.22,,,,24.45,37.22,,21.99,32.99
File Folders SKU 7,3/15/2022,28.89,37,1069,258,293,160,119,239,24.45,37.22,,,,24.45,37.22,,21.99,32.99
File Folders SKU 7,3/16/2022,28.79,55,1583,383,435,237,145,383,24.45,37.22,,,,24.45,37.22,,21.99,32.99
File Folders SKU 7,3/17/2022,28.79,51,1468,355,403,220,139,351,24.45,37.22,,,,24.45,37.22,,21.99,32.99
File Folders SKU 7,3/18/2022,28.89,50,1444,348,396,217,136,347,24.45,37.22,,,,24.45,37.22,,21.99,32.99
File Folders SKU 7,3/19/2022,28.99,29,841,202,229,126,107,177,24.45,37.22,,,,24.45,37.22,,21.99,32.99
File Folders SKU 7,3/20/2022,28.99,18,522,125,142,78,78,99,24.45,37.22,,,,24.45,37.22,,21.99,32.99
File Folders SKU 7,3/21/2022,28.79,42,1209,293,332,181,112,291,31.14,36.93,,,,31.14,36.93,,21.99,32.99
File Folders SKU 7,3/22/2022,28.69,66,1894,460,522,284,198,430,31.14,36.93,,,,31.14,36.93,,21.99,32.99
File Folders SKU 7,3/23/2022,28.89,61,1762,425,483,264,173,417,31.14,36.93,,,,31.14,36.93,,21.99,32.99
File Folders SKU 7,3/24/2022,28.49,92,2621,641,728,393,197,662,31.14,36.93,,,,31.14,36.93,,21.99,32.99
File Folders SKU 7,3/25/2022,28.89,43,1242,300,340,186,113,303,31.14,36.93,,,,31.14,36.93,,21.99,32.99
File Folders SKU 7,3/26/2022,28.99,29,841,202,229,126,87,197,31.14,36.93,,,,31.14,36.93,,21.99,32.99
File Folders SKU 7,3/27/2022,28.89,17,491,118,134,74,89,76,31.14,36.93,,,,31.14,36.93,,21.99,32.99
File Folders SKU 7,3/28/2022,28.79,49,1411,342,388,212,147,322,29.39,29.96,,,,29.39,29.96,,21.99,32.99
File Folders SKU 7,3/29/2022,28.79,59,1699,411,467,255,147,419,29.39,29.96,,,,29.39,29.96,,21.99,32.99
File Folders SKU 7,3/30/2022,28.19,73,2058,509,577,309,137,526,29.39,29.96,,,,29.39,29.96,,21.99,32.99
File Folders SKU 7,3/31/2022,28.59,64,1830,446,506,274,132,472,29.39,29.96,,,,29.39,29.96,,21.99,32.99
File Folders SKU 7,4/1/2022,28.69,61,1750,425,483,262,105,475,29.39,29.96,,,,29.39,29.96,,21.99,32.99
File Folders SKU 7,4/2/2022,28.99,23,667,160,182,100,65,160,29.39,29.96,,,,29.39,29.96,,21.99,32.99
File Folders SKU 7,4/3/2022,28.99,24,696,167,190,104,67,168,29.39,29.96,,,,29.39,29.96,,21.99,32.99
File Folders SKU 7,4/4/2022,28.79,66,1900,460,522,285,124,509,19.54,29.96,,,,19.54,29.96,,21.99,32.99
File Folders SKU 7,4/5/2022,28.69,53,1521,369,419,228,128,377,19.54,29.96,,,,19.54,29.96,,21.99,32.99
File Folders SKU 7,4/6/2022,28.69,61,1750,425,483,262,141,439,19.54,29.96,,,,19.54,29.96,,21.99,32.99
File Folders SKU 7,4/7/2022,28.79,38,1094,265,301,164,73,291,19.54,29.96,,,,19.54,29.96,,21.99,32.99
File Folders SKU 7,4/8/2022,28.79,22,633,153,174,95,84,127,19.54,29.96,,,,19.54,29.96,,21.99,32.99
File Folders SKU 7,4/9/2022,28.99,21,609,146,166,91,70,136,19.54,29.96,,,,19.54,29.96,,21.99,32.99
File Folders SKU 7,4/10/2022,28.99,20,580,139,158,87,63,133,19.54,29.96,,,,19.54,29.96,,21.99,32.99
File Folders SKU 7,4/11/2022,28.89,27,780,188,214,117,95,166,26.42,29.96,,,,26.42,29.96,,21.99,32.99
File Folders SKU 7,4/12/2022,26.49,75,1987,523,593,298,110,463,26.42,29.96,,,,26.42,29.96,,21.99,32.99
File Folders SKU 7,4/13/2022,28.79,59,1699,411,467,255,100,466,26.42,29.96,,,,26.42,29.96,,21.99,32.99
File Folders SKU 7,4/14/2022,28.49,41,1168,286,324,175,91,292,26.42,29.96,,,,26.42,29.96,,21.99,32.99
File Folders SKU 7,4/15/2022,28.89,48,1387,335,380,208,78,386,26.42,29.96,,,,26.42,29.96,,21.99,32.99
File Folders SKU 7,4/16/2022,28.99,15,435,105,119,65,46,100,26.42,29.96,,,,26.42,29.96,,21.99,32.99
File Folders SKU 7,4/17/2022,28.99,8,232,56,63,35,35,43,26.42,29.96,,,,26.42,29.96,,21.99,32.99
File Folders SKU 7,4/18/2022,28.89,36,1040,251,285,156,106,242,26.42,29.96,,,,26.42,29.96,1589,21.99,32.99
File Folders SKU 7,4/19/2022,25.49,52,1325,362,411,199,111,242,26.42,29.96,,,,26.42,29.96,1562,21.99,32.99
File Folders SKU 7,4/20/2022,27.29,111,3029,774,878,454,103,820,26.42,29.96,,,,26.42,29.96,1522,21.99,32.99
File Folders SKU 7,4/21/2022,28.59,30,858,209,237,129,82,201,26.42,29.96,,,,26.42,29.96,1501,21.99,32.99
File Folders SKU 7,4/22/2022,28.69,34,975,237,269,146,73,250,26.42,29.96,,,,26.42,29.96,1461,21.99,32.99
File Folders SKU 7,4/23/2022,24.79,7,174,49,55,26,35,9,26.42,29.96,,,,26.42,29.96,1409,21.99,32.99
File Folders SKU 7,4/24/2022,28.89,15,433,105,119,65,51,93,26.42,29.96,,,,26.42,29.96,1315,21.99,32.99
File Folders SKU 7,4/25/2022,28.79,36,1036,251,285,155,127,218,20.23,25.5,,,,20.23,25.5,1306,21.99,32.99
File Folders SKU 7,4/26/2022,27.59,55,1517,383,435,228,110,361,20.23,25.5,,,,20.23,25.5,1289,21.99,32.99
File Folders SKU 7,4/27/2022,28.79,47,1353,328,372,203,107,343,20.23,25.5,,,,20.23,25.5,1266,21.99,32.99
File Folders SKU 7,4/28/2022,28.79,42,1209,293,332,181,83,320,20.23,25.5,,,,20.23,25.5,1243,21.99,32.99
File Folders SKU 7,4/29/2022,28.89,32,924,223,253,139,103,206,20.23,25.5,,,,20.23,25.5,1204,21.99,32.99
File Folders SKU 7,4/30/2022,27.09,16,433,112,127,65,66,63,20.23,25.5,,,,20.23,25.5,1159,21.99,32.99
File Folders SKU 7,5/1/2022,28.89,19,549,132,150,82,64,121,20.23,25.5,,,,20.23,25.5,2214,21.99,32.99
File Folders SKU 7,5/2/2022,28.69,28,803,195,221,120,81,186,20.23,32.18,,,,20.23,32.18,2188,21.99,32.99
File Folders SKU 7,5/3/2022,28.89,26,751,181,206,113,98,153,20.23,32.18,,,,20.23,32.18,2168,21.99,32.99
File Folders SKU 7,5/4/2022,29.89,51,1524,355,403,229,118,419,20.23,32.18,,,,20.23,32.18,2130,21.99,32.99
File Folders SKU 7,5/5/2022,28.69,31,889,216,245,133,102,193,20.23,32.18,,,,20.23,32.18,2099,21.99,32.99
File Folders SKU 7,5/6/2022,28.89,40,1156,279,316,173,76,312,20.23,32.18,,,,20.23,32.18,2072,21.99,32.99
File Folders SKU 7,5/7/2022,28.89,10,289,70,79,43,52,45,20.23,32.18,,,,20.23,32.18,2046,21.99,32.99
File Folders SKU 7,5/8/2022,28.99,18,522,125,142,78,65,112,20.23,32.18,,,,20.23,32.18,2011,21.99,32.99
File Folders SKU 7,5/9/2022,28.69,62,1779,432,490,267,95,495,20.23,32.18,,,,20.23,32.18,1989,21.99,32.99
File Folders SKU 7,5/10/2022,27.89,56,1562,390,443,234,108,387,20.23,32.18,,,,20.23,32.18,1965,21.99,32.99
File Folders SKU 7,5/11/2022,27.79,74,2056,516,585,308,109,538,20.23,32.18,,,,20.23,32.18,1935,21.99,32.99
File Folders SKU 7,5/12/2022,27.89,38,1060,265,301,159,98,237,20.23,32.18,,,,20.23,32.18,1886,21.99,32.99
File Folders SKU 7,5/13/2022,27.89,39,1088,272,308,163,81,264,20.23,32.18,,,,20.23,32.18,1817,21.99,32.99
File Folders SKU 7,5/14/2022,27.99,16,448,112,127,67,54,88,20.23,32.18,,,,20.23,32.18,1765,21.99,32.99
File Folders SKU 7,5/15/2022,27.99,17,476,118,134,71,50,103,20.23,32.18,,,,20.23,32.18,1705,21.99,32.99
File Folders SKU 7,5/16/2022,26.89,30,807,209,237,121,69,171,20.23,31.46,,,,20.23,31.46,1657,21.99,32.99
File Folders SKU 7,5/17/2022,27.69,66,1828,460,522,274,93,479,20.23,31.46,,,,20.23,31.46,1653,21.99,32.99
File Folders SKU 7,5/18/2022,27.89,36,1004,251,285,151,103,214,20.23,31.46,,,,20.23,31.46,1553,21.99,32.99
File Folders SKU 7,5/19/2022,27.79,46,1278,321,364,192,99,302,20.23,31.46,,,,20.23,31.46,1613,21.99,32.99
File Folders SKU 7,5/20/2022,27.69,41,1135,286,324,170,106,249,20.23,31.46,,,,20.23,31.46,1584,21.99,32.99
File Folders SKU 7,5/21/2022,27.99,16,448,112,127,67,74,68,20.23,31.46,,,,20.23,31.46,1930,21.99,32.99
File Folders SKU 7,5/22/2022,27.89,16,446,112,127,67,72,68,20.23,31.46,,,,20.23,31.46,2095,21.99,32.99
File Folders SKU 7,5/23/2022,27.29,50,1364,348,396,205,112,303,20.23,31.46,,,,20.23,31.46,2254,21.99,32.99
File Folders SKU 7,5/24/2022,27.69,68,1883,474,538,282,104,485,20.23,31.46,,,,20.23,31.46,2245,21.99,32.99
File Folders SKU 7,5/25/2022,27.89,47,1311,328,372,197,126,288,20.23,31.46,,,,20.23,31.46,2195,21.99,32.99
File Folders SKU 7,5/26/2022,27.89,44,1227,307,348,184,116,272,20.23,31.46,,,,20.23,31.46,2165,21.99,32.99
File Folders SKU 7,5/27/2022,27.79,45,1251,314,356,188,114,279,20.23,31.46,,,,20.23,31.46,2111,21.99,32.99
File Folders SKU 7,5/28/2022,27.99,14,392,98,111,59,76,48,20.23,31.46,,,,20.23,31.46,2042,21.99,32.99
File Folders SKU 7,5/29/2022,27.89,15,418,105,119,63,52,79,20.23,31.46,,,,20.23,31.46,2001,21.99,32.99
File Folders SKU 7,5/30/2022,27.99,13,364,91,103,55,57,58,20.23,31.46,,,,20.23,31.46,1963,21.99,32.99
File Folders SKU 7,5/31/2022,27.59,42,1159,293,332,174,89,271,20.23,33.76,,,,20.23,33.76,2193,21.99,32.99
File Folders SKU 7,6/1/2022,27.49,46,1265,321,364,190,107,283,20.23,33.76,,,,20.23,33.76,2165,21.99,32.99
File Folders SKU 7,6/2/2022,27.79,47,1306,328,372,196,99,311,20.23,33.76,,,,20.23,33.76,2142,21.99,32.99
File Folders SKU 7,6/3/2022,27.89,48,1339,335,380,201,70,353,20.23,33.76,,,,20.23,33.76,2153,21.99,32.99
File Folders SKU 7,6/4/2022,27.99,14,392,98,111,59,65,59,20.23,33.76,,,,20.23,33.76,2096,21.99,32.99
File Folders SKU 7,6/5/2022,27.99,12,336,84,95,50,77,30,20.23,33.76,,,,20.23,33.76,2078,21.99,32.99
File Folders SKU 7,6/6/2022,27.79,44,1223,307,348,183,116,269,20.23,33.76,,,,20.23,33.76,2048,21.99,32.99
File Folders SKU 7,6/7/2022,27.79,57,1584,397,451,238,118,380,20.23,33.76,,,,20.23,33.76,2011,21.99,32.99
File Folders SKU 7,6/8/2022,27.69,65,1800,453,514,270,139,424,20.23,33.76,,,,20.23,33.76,1984,21.99,32.99
File Folders SKU 7,6/9/2022,27.69,55,1523,383,435,228,139,338,20.23,33.76,,,,20.23,33.76,1930,21.99,32.99
File Folders SKU 7,6/10/2022,27.79,30,834,209,237,125,106,157,20.24,29.99,,,,20.24,29.99,1879,21.99,32.99
File Folders SKU 7,6/11/2022,27.89,10,279,70,79,42,44,44,20.24,29.99,,,,20.24,29.99,1819,21.99,32.99
